Page Name,Block
Jeremiah 27,"17. Hearken not unto them; serve the king of Babylon, and live: wherefore should this city be laid waste?"
Jeremiah 27,"18. But if they be prophets, and if the word of the LORD be with them, let them now make intercession to the LORD of hosts, that the vessels which are left in the house of the LORD, and in the house of the king of Judah, and at Jerusalem, go not to Babylon."
Jeremiah 27,"19. For thus saith the LORD of hosts concerning the pillars, and concerning the sea, and concerning the bases, and concerning the residue of the vessels that remain in this city."
Jeremiah 27,"20. Which Nebuchadnezzar king of Babylon took not, when he carried away captive Jeconiah the son of Jehoiakim king of Judah from Jerusalem to Babylon, and all the nobles of Judah and Jerusalem;"
Jeremiah 27,"21. Yea, thus saith the LORD of hosts, the God of Israel, concerning the vessels that remain in the house of the LORD, and in the house of the king of Judah and of Jerusalem;"
Jeremiah 27,"22. They shall be carried to Babylon, and there shall they be until the day that I visit them, saith the LORD; then will I bring them up, and restore them to this place."
Jeremiah 28,"1. And it came to pass the same year, in the beginning of the reign of Zedekiah king of Judah, in the fourth year, and in the fifth month, that Hananiah the son of Azur the prophet, which was of Gibeon, spake unto me in the house of the LORD, in the presence of the priests and of all the people, saying,"
Jeremiah 28,"2. Thus speaketh the LORD of hosts, the God of Israel, saying, I have broken the yoke of the king of Babylon."
Jeremiah 28,"3. Within two full years will I bring again into this place all the vessels of the LORD's house, that Nebuchadnezzar king of Babylon took away from this place, and carried them to Babylon:"
Jeremiah 28,"4. And I will bring again to this place Jeconiah the son of Jehoiakim king of Judah, with all the captives of Judah, that went into Babylon, saith the LORD: for I will break the yoke of the king of Babylon."
Jeremiah 28,"5. Then the prophet Jeremiah said unto the prophet Hananiah in the presence of the priests, and in the presence of all the people that stood in the house of the LORD,"
Jeremiah 28,"6. Even the prophet Jeremiah said, Amen: the LORD do so: the LORD perform thy words which thou hast prophesied, to bring again the vessels of the LORD's house, and all that is carried away captive, from Babylon into this place."
Jeremiah 28,"7. Nevertheless hear thou now this word that I speak in thine ears, and in the ears of all the people;"
Jeremiah 28,"8. The prophets that have been before me and before thee of old prophesied both against many countries, and against great kingdoms, of war, and of evil, and of pestilence."
Jeremiah 28,"9. The prophet which prophesieth of peace, when the word of the prophet shall come to pass, then shall the prophet be known, that the LORD hath truly sent him."
Jeremiah 28,"10. Then Hananiah the prophet took the yoke from off the prophet Jeremiah's neck, and brake it."
Jeremiah 28,"11. And Hananiah spake in the presence of all the people, saying, Thus saith the LORD; Even so will I break the yoke of Nebuchadnezzar king of Babylon from the neck of all nations within the space of two full years. And the prophet Jeremiah went his way."
Jeremiah 28,"12. Then the word of the LORD came unto Jeremiah the prophet, after that Hananiah the prophet had broken the yoke from off the neck of the prophet Jeremiah, saying,"
Jeremiah 28,"13. Go and tell Hananiah, saying, Thus saith the LORD; Thou hast broken the yokes of wood; but thou shalt make for them yokes of iron."
Jeremiah 28,"14. For thus saith the LORD of hosts, the God of Israel; I have put a yoke of iron upon the neck of all these nations, that they may serve Nebuchadnezzar king of Babylon; and they shall serve him: and I have given him the beasts of the field also."
Jeremiah 28,"15. Then said the prophet Jeremiah unto Hananiah the prophet, Hear now, Hananiah; The LORD hath not sent thee; but thou makest this people to trust in a lie."
Jeremiah 28,"16. Therefore thus saith the LORD; Behold, I will cast thee from off the face of the earth: this year thou shalt die, because thou hast taught rebellion against the LORD."
Jeremiah 28,17. So Hananiah the prophet died the same year in the seventh month.
Jeremiah 29,"1. Now these are the words of the letter that Jeremiah the prophet sent from Jerusalem unto the residue of the elders which were carried away captives, and to the priests, and to the prophets, and to all the people whom Nebuchadnezzar had carried away captive from Jerusalem to Babylon;"
Jeremiah 29,"2. (After that Jeconiah the king, and the queen, and the eunuchs, the princes of Judah and Jerusalem, and the carpenters, and the smiths, were departed from Jerusalem;)"
Jeremiah 29,"3. By the hand of Elasah the son of Shaphan, and Gemariah the son of Hilkiah, (whom Zedekiah king of Judah sent unto Babylon to Nebuchadnezzar king of Babylon) saying,"
Jeremiah 29,"4. Thus saith the LORD of hosts, the God of Israel, unto all that are carried away captives, whom I have caused to be carried away from Jerusalem unto Babylon;"
Jeremiah 29,"5. Build ye houses, and dwell in them; and plant gardens, and eat the fruit of them;"
Jeremiah 29,"6. Take ye wives, and beget sons and daughters; and take wives for your sons, and give your daughters to husbands, that they may bear sons and daughters; that ye may be increased there, and not diminished."
Jeremiah 29,"7. And seek the peace of the city whither I have caused you to be carried away captives, and pray unto the LORD for it: for in the peace thereof shall ye have peace."
Jeremiah 29,"8. For thus saith the LORD of hosts, the God of Israel; Let not your prophets and your diviners, that be in the midst of you, deceive you, neither hearken to your dreams which ye cause to be dreamed."
Jeremiah 29,"9. For they prophesy falsely unto you in my name: I have not sent them, saith the LORD."
Jeremiah 29,"10. For thus saith the LORD, That after seventy years be accomplished at Babylon I will visit you, and perform my good word toward you, in causing you to return to this place."
Jeremiah 29,"11. For I know the thoughts that I think toward you, saith the LORD, thoughts of peace, and not of evil, to give you an expected end."
Jeremiah 29,"12. Then shall ye call upon me, and ye shall go and pray unto me, and I will hearken unto you."
Jeremiah 29,"13. And ye shall seek me, and find me, when ye shall search for me with all your heart."
Jeremiah 29,"14. And I will be found of you, saith the LORD: and I will turn away your captivity, and I will gather you from all the nations, and from all the places whither I have driven you, saith the LORD; and I will bring you again into the place whence I caused you to be carried away captive."
Jeremiah 29,"15. Because ye have said, The LORD hath raised us up prophets in Babylon;"
Jeremiah 29,"16. Know that thus saith the LORD of the king that sitteth upon the throne of David, and of all the people that dwelleth in this city, and of your brethren that are not gone forth with you into captivity;"
Jeremiah 29,"17. Thus saith the LORD of hosts; Behold, I will send upon them the sword, the famine, and the pestilence, and will make them like vile figs, that cannot be eaten, they are so evil."
Jeremiah 29,"18. And I will persecute them with the sword, with the famine, and with the pestilence, and will deliver them to be removed to all the kingdoms of the earth, to be a curse, and an astonishment, and an hissing, and a reproach, among all the nations whither I have driven them:"
Jeremiah 29,"19. Because they have not hearkened to my words, saith the LORD, which I sent unto them by my servants the prophets, rising up early and sending them; but ye would not hear, saith the LORD."
Jeremiah 29,"20. Hear ye therefore the word of the LORD, all ye of the captivity, whom I have sent from Jerusalem to Babylon:"
Jeremiah 29,"21. Thus saith the LORD of hosts, the God of Israel, of Ahab the son of Kolaiah, and of Zedekiah the son of Maaseiah, which prophesy a lie unto you in my name; Behold, I will deliver them into the hand of Nebuchadrezzar king of Babylon; and he shall slay them before your eyes;"
Jeremiah 29,"22. And of them shall be taken up a curse by all the captivity of Judah which are in Babylon, saying, The LORD make thee like Zedekiah and like Ahab, whom the king of Babylon roasted in the fire;"
Jeremiah 29,"23. Because they have committed villany in Israel, and have committed adultery with their neighbours' wives, and have spoken lying words in my name, which I have not commanded them; even I know, and am a witness, saith the LORD."
Jeremiah 29,"24. Thus shalt thou also speak to Shemaiah the Nehelamite, saying,"
Jeremiah 29,"25. Thus speaketh the LORD of hosts, the God of Israel, saying, Because thou hast sent letters in thy name unto all the people that are at Jerusalem, and to Zephaniah the son of Maaseiah the priest, and to all the priests, saying,"
Jeremiah 29,"26. The LORD hath made thee priest in the stead of Jehoiada the priest, that ye should be officers in the house of the LORD, for every man that is mad, and maketh himself a prophet, that thou shouldest put him in prison, and in the stocks."
Jeremiah 29,"27. Now therefore why hast thou not reproved Jeremiah of Anathoth, which maketh himself a prophet to you?"
Jeremiah 29,"28. For therefore he sent unto us in Babylon, saying, This captivity is long: build ye houses, and dwell in them; and plant gardens, and eat the fruit of them."
Jeremiah 29,29. And Zephaniah the priest read this letter in the ears of Jeremiah the prophet.
Jeremiah 29,"30. Then came the word of the LORD unto Jeremiah, saying,"
Jeremiah 29,"31. Send to all them of the captivity, saying, Thus saith the LORD concerning Shemaiah the Nehelamite; Because that Shemaiah hath prophesied unto you, and I sent him not, and he caused you to trust in a lie:"
Jeremiah 29,"32. Therefore thus saith the LORD; Behold, I will punish Shemaiah the Nehelamite, and his seed: he shall not have a man to dwell among this people; neither shall he behold the good that I will do for my people, saith the LORD; because he hath taught rebellion against the LORD."
Jeremiah 30,"1. The word that came to Jeremiah from the LORD, saying,"
Jeremiah 30,"2. Thus speaketh the LORD God of Israel, saying, Write thee all the words that I have spoken unto thee in a book."
Jeremiah 30,"3. For, lo, the days come, saith the LORD, that I will bring again the captivity of my people Israel and Judah, saith the LORD: and I will cause them to return to the land that I gave to their fathers, and they shall possess it."
Jeremiah 30,4. And these are the words that the LORD spake concerning Israel and concerning Judah.
Jeremiah 30,"5. For thus saith the LORD; We have heard a voice of trembling, of fear, and not of peace."
Jeremiah 30,"6. Ask ye now, and see whether a man doth travail with child? wherefore do I see every man with his hands on his loins, as a woman in travail, and all faces are turned into paleness?"
Jeremiah 30,"7. Alas! for that day is great, so that none is like it: it is even the time of Jacob's trouble, but he shall be saved out of it."
Jeremiah 30,"8. For it shall come to pass in that day, saith the LORD of hosts, that I will break his yoke from off thy neck, and will burst thy bonds, and strangers shall no more serve themselves of him:"
Jeremiah 30,"9. But they shall serve the LORD their God, and David their king, whom I will raise up unto them."
Jeremiah 30,"10. Therefore fear thou not, O my servant Jacob, saith the LORD; neither be dismayed, O Israel: for, lo, I will save thee from afar, and thy seed from the land of their captivity; and Jacob shall return, and shall be in rest, and be quiet, and none shall make him afraid."
Jeremiah 30,"11. For I am with thee, saith the LORD, to save thee: though I make a full end of all nations whither I have scattered thee, yet I will not make a full end of thee: but I will correct thee in measure, and will not leave thee altogether unpunished."
Jeremiah 30,"12. For thus saith the LORD, Thy bruise is incurable, and thy wound is grievous."
Jeremiah 30,"13. There is none to plead thy cause, that thou mayest be bound up: thou hast no healing medicines."
Jeremiah 30,"14. All thy lovers have forgotten thee; they seek thee not; for I have wounded thee with the wound of an enemy, with the chastisement of a cruel one, for the multitude of thine iniquity; because thy sins were increased."
Jeremiah 30,"15. Why criest thou for thine affliction? thy sorrow is incurable for the multitude of thine iniquity: because thy sins were increased, I have done these things unto thee."
Jeremiah 30,"16. Therefore all they that devour thee shall be devoured; and all thine adversaries, every one of them, shall go into captivity; and they that spoil thee shall be a spoil, and all that prey upon thee will I give for a prey."
Jeremiah 30,"17. For I will restore health unto thee, and I will heal thee of thy wounds, saith the LORD; because they called thee an Outcast, saying, This is Zion, whom no man seeketh after."
Jeremiah 30,"18. Thus saith the LORD; Behold, I will bring again the captivity of Jacob's tents, and have mercy on his dwellingplaces; and the city shall be builded upon her own heap, and the palace shall remain after the manner thereof."
Jeremiah 30,"19. And out of them shall proceed thanksgiving and the voice of them that make merry: and I will multiply them, and they shall not be few; I will also glorify them, and they shall not be small."
Jeremiah 30,"20. Their children also shall be as aforetime, and their congregation shall be established before me, and I will punish all that oppress them."
Jeremiah 30,"21. And their nobles shall be of themselves, and their governor shall proceed from the midst of them; and I will cause him to draw near, and he shall approach unto me: for who is this that engaged his heart to approach unto me? saith the LORD."
Jeremiah 30,"22. And ye shall be my people, and I will be your God."
Jeremiah 30,"23. Behold, the whirlwind of the LORD goeth forth with fury, a continuing whirlwind: it shall fall with pain upon the head of the wicked."
Jeremiah 30,"24. The fierce anger of the LORD shall not return, until he hath done it, and until he have performed the intents of his heart: in the latter days ye shall consider it."
Jeremiah 31,"1. At the same time, saith the LORD, will I be the God of all the families of Israel, and they shall be my people."
Jeremiah 31,"2. Thus saith the LORD, The people which were left of the sword found grace in the wilderness; even Israel, when I went to cause him to rest."
Jeremiah 31,"3. The LORD hath appeared of old unto me, saying, Yea, I have loved thee with an everlasting love: therefore with lovingkindness have I drawn thee."
Jeremiah 31,"4. Again I will build thee, and thou shalt be built, O virgin of Israel: thou shalt again be adorned with thy tabrets, and shalt go forth in the dances of them that make merry."
Jeremiah 31,"5. Thou shalt yet plant vines upon the mountains of Samaria: the planters shall plant, and shall eat them as common things."
Jeremiah 31,"6. For there shall be a day, that the watchmen upon the mount Ephraim shall cry, Arise ye, and let us go up to Zion unto the LORD our God."
Jeremiah 31,"7. For thus saith the LORD; Sing with gladness for Jacob, and shout among the chief of the nations: publish ye, praise ye, and say, O LORD, save thy people, the remnant of Israel."
Jeremiah 31,"8. Behold, I will bring them from the north country, and gather them from the coasts of the earth, and with them the blind and the lame, the woman with child and her that travaileth with child together: a great company shall return thither."
Jeremiah 31,"9. They shall come with weeping, and with supplications will I lead them: I will cause them to walk by the rivers of waters in a straight way, wherein they shall not stumble: for I am a father to Israel, and Ephraim is my firstborn."
Jeremiah 31,"10. Hear the word of the LORD, O ye nations, and declare it in the isles afar off, and say, He that scattered Israel will gather him, and keep him, as a shepherd doth his flock."
Jeremiah 31,"11. For the LORD hath redeemed Jacob, and ransomed him from the hand of him that was stronger than he."
Jeremiah 31,"12. Therefore they shall come and sing in the height of Zion, and shall flow together to the goodness of the LORD, for wheat, and for wine, and for oil, and for the young of the flock and of the herd: and their soul shall be as a watered garden; and they shall not sorrow any more at all."
Jeremiah 31,"13. Then shall the virgin rejoice in the dance, both young men and old together: for I will turn their mourning into joy, and will comfort them, and make them rejoice from their sorrow."
Jeremiah 31,"14. And I will satiate the soul of the priests with fatness, and my people shall be satisfied with my goodness, saith the LORD."
Jeremiah 31,"15. Thus saith the LORD; A voice was heard in Ramah, lamentation, and bitter weeping; Rahel weeping for her children refused to be comforted for her children, because they were not."
Jeremiah 31,"16. Thus saith the LORD; Refrain thy voice from weeping, and thine eyes from tears: for thy work shall be rewarded, saith the LORD; and they shall come again from the land of the enemy."
Jeremiah 31,"17. And there is hope in thine end, saith the LORD, that thy children shall come again to their own border."
Jeremiah 31,"18. I have surely heard Ephraim bemoaning himself thus; Thou hast chastised me, and I was chastised, as a bullock unaccustomed to the yoke: turn thou me, and I shall be turned; for thou art the LORD my God."
Jeremiah 31,"19. Surely after that I was turned, I repented; and after that I was instructed, I smote upon my thigh: I was ashamed, yea, even confounded, because I did bear the reproach of my youth."
Jeremiah 31,"20. Is Ephraim my dear son? is he a pleasant child? for since I spake against him, I do earnestly remember him still: therefore my bowels are troubled for him; I will surely have mercy upon him, saith the LORD."
Jeremiah 31,"21. Set thee up waymarks, make thee high heaps: set thine heart toward the highway, even the way which thou wentest: turn again, O virgin of Israel, turn again to these thy cities."
Jeremiah 31,"22. How long wilt thou go about, O thou backsliding daughter? for the LORD hath created a new thing in the earth, A woman shall compass a man."
Jeremiah 31,"23. Thus saith the LORD of hosts, the God of Israel; As yet they shall use this speech in the land of Judah and in the cities thereof, when I shall bring again their captivity; The LORD bless thee, O habitation of justice, and mountain of holiness."
Jeremiah 31,"24. And there shall dwell in Judah itself, and in all the cities thereof together, husbandmen, and they that go forth with flocks."
Jeremiah 31,"25. For I have satiated the weary soul, and I have replenished every sorrowful soul."
Jeremiah 31,"26. Upon this I awaked, and beheld; and my sleep was sweet unto me."
Jeremiah 31,"27. Behold, the days come, saith the LORD, that I will sow the house of Israel and the house of Judah with the seed of man, and with the seed of beast."
Jeremiah 31,"28. And it shall come to pass, that like as I have watched over them, to pluck up, and to break down, and to throw down, and to destroy, and to afflict; so will I watch over them, to build, and to plant, saith the LORD."
Jeremiah 31,"29. In those days they shall say no more, The fathers have eaten a sour grape, and the children's teeth are set on edge."
Jeremiah 31,"30. But every one shall die for his own iniquity: every man that eateth the sour grape, his teeth shall be set on edge."
Jeremiah 31,"31. Behold, the days come, saith the LORD, that I will make a new covenant with the house of Israel, and with the house of Judah:"
Jeremiah 31,"32. Not according to the covenant that I made with their fathers in the day that I took them by the hand to bring them out of the land of Egypt; which my covenant they brake, although I was an husband unto them, saith the LORD:"
Jeremiah 31,"33. But this shall be the covenant that I will make with the house of Israel; After those days, saith the LORD, I will put my law in their inward parts, and write it in their hearts; and will be their God, and they shall be my people."
Jeremiah 31,"34. And they shall teach no more every man his neighbour, and every man his brother, saying, Know the LORD: for they shall all know me, from the least of them unto the greatest of them, saith the LORD: for I will forgive their iniquity, and I will remember their sin no more."
Jeremiah 31,"35. Thus saith the LORD, which giveth the sun for a light by day, and the ordinances of the moon and of the stars for a light by night, which divideth the sea when the waves thereof roar; The LORD of hosts is his name:"
Jeremiah 31,"36. If those ordinances depart from before me, saith the LORD, then the seed of Israel also shall cease from being a nation before me for ever."
Jeremiah 31,"37. Thus saith the LORD; If heaven above can be measured, and the foundations of the earth searched out beneath, I will also cast off all the seed of Israel for all that they have done, saith the LORD."
Jeremiah 31,"38. Behold, the days come, saith the LORD, that the city shall be built to the LORD from the tower of Hananeel unto the gate of the corner."
Jeremiah 31,"39. And the measuring line shall yet go forth over against it upon the hill Gareb, and shall compass about to Goath."
Jeremiah 31,"40. And the whole valley of the dead bodies, and of the ashes, and all the fields unto the brook of Kidron, unto the corner of the horse gate toward the east, shall be holy unto the LORD; it shall not be plucked up, nor thrown down any more for ever."
Jeremiah 32,"1. The word that came to Jeremiah from the LORD in the tenth year of Zedekiah king of Judah, which was the eighteenth year of Nebuchadrezzar."
Jeremiah 32,"2. For then the king of Babylon's army besieged Jerusalem: and Jeremiah the prophet was shut up in the court of the prison, which was in the king of Judah's house."
Jeremiah 32,"3. For Zedekiah king of Judah had shut him up, saying, Wherefore dost thou prophesy, and say, Thus saith the LORD, Behold, I will give this city into the hand of the king of Babylon, and he shall take it;"
Jeremiah 32,"4. And Zedekiah king of Judah shall not escape out of the hand of the Chaldeans, but shall surely be delivered into the hand of the king of Babylon, and shall speak with him mouth to mouth, and his eyes shall behold his eyes;"
Jeremiah 32,"5. And he shall lead Zedekiah to Babylon, and there shall he be until I visit him, saith the LORD: though ye fight with the Chaldeans, ye shall not prosper."
Jeremiah 32,"6. And Jeremiah said, The word of the LORD came unto me, saying,"
Jeremiah 32,"7. Behold, Hanameel the son of Shallum thine uncle shall come unto thee saying, Buy thee my field that is in Anathoth: for the right of redemption is thine to buy it."
Jeremiah 32,"8. So Hanameel mine uncle's son came to me in the court of the prison according to the word of the LORD, and said unto me, Buy my field, I pray thee, that is in Anathoth, which is in the country of Benjamin: for the right of inheritance is thine, and the redemption is thine; buy it for thyself. Then I knew that this was the word of the LORD."
Jeremiah 32,"9. And I bought the field of Hanameel my uncle's son, that was in Anathoth, and weighed him the money, even seventeen shekels of silver."
Jeremiah 32,"10. And I subscribed the evidence, and sealed it, and took witnesses, and weighed him the money in the balances."
Jeremiah 32,"11. So I took the evidence of the purchase, both that which was sealed according to the law and custom, and that which was open:"
Jeremiah 32,"12. And I gave the evidence of the purchase unto Baruch the son of Neriah, the son of Maaseiah, in the sight of Hanameel mine uncle's son, and in the presence of the witnesses that subscribed the book of the purchase, before all the Jews that sat in the court of the prison."
Jeremiah 32,"13. And I charged Baruch before them, saying,"
Jeremiah 32,"14. Thus saith the LORD of hosts, the God of Israel; Take these evidences, this evidence of the purchase, both which is sealed, and this evidence which is open; and put them in an earthen vessel, that they may continue many days."
Jeremiah 32,"15. For thus saith the LORD of hosts, the God of Israel; Houses and fields and vineyards shall be possessed again in this land."
Jeremiah 32,"16. Now when I had delivered the evidence of the purchase unto Baruch the son of Neriah, I prayed unto the LORD, saying,"
Jeremiah 32,"17. Ah Lord GOD! behold, thou hast made the heaven and the earth by thy great power and stretched out arm, and there is nothing too hard for thee:"
Jeremiah 32,"18. Thou shewest lovingkindness unto thousands, and recompensest the iniquity of the fathers into the bosom of their children after them: the Great, the Mighty God, the LORD of hosts, is his name,"
Jeremiah 32,"19. Great in counsel, and mighty in work: for thine eyes are open upon all the ways of the sons of men: to give every one according to his ways, and according to the fruit of his doings:"
Jeremiah 32,"20. Which hast set signs and wonders in the land of Egypt, even unto this day, and in Israel, and among other men; and hast made thee a name, as at this day;"
Jeremiah 32,"21. And hast brought forth thy people Israel out of the land of Egypt with signs, and with wonders, and with a strong hand, and with a stretched out arm, and with great terror;"
Jeremiah 32,"22. And hast given them this land, which thou didst swear to their fathers to give them, a land flowing with milk and honey;"
Jeremiah 32,"23. And they came in, and possessed it; but they obeyed not thy voice, neither walked in thy law; they have done nothing of all that thou commandedst them to do: therefore thou hast caused all this evil to come upon them:"
Jeremiah 32,"24. Behold the mounts, they are come unto the city to take it; and the city is given into the hand of the Chaldeans, that fight against it, because of the sword, and of the famine, and of the pestilence: and what thou hast spoken is come to pass; and, behold, thou seest it."
Jeremiah 32,"25. And thou hast said unto me, O Lord GOD, Buy thee the field for money, and take witnesses; for the city is given into the hand of the Chaldeans."
Jeremiah 32,"26. Then came the word of the LORD unto Jeremiah, saying,"
Jeremiah 32,"27. Behold, I am the LORD, the God of all flesh: is there any thing too hard for me?"
Jeremiah 32,"28. Therefore thus saith the LORD; Behold, I will give this city into the hand of the Chaldeans, and into the hand of Nebuchadrezzar king of Babylon, and he shall take it:"
Jeremiah 32,"29. And the Chaldeans, that fight against this city, shall come and set fire on this city, and burn it with the houses, upon whose roofs they have offered incense unto Baal, and poured out drink offerings unto other gods, to provoke me to anger."
Jeremiah 32,"30. For the children of Israel and the children of Judah have only done evil before me from their youth: for the children of Israel have only provoked me to anger with the work of their hands, saith the LORD."
Jeremiah 32,"31. For this city hath been to me as a provocation of mine anger and of my fury from the day that they built it even unto this day; that I should remove it from before my face,"
Jeremiah 32,"32. Because of all the evil of the children of Israel and of the children of Judah, which they have done to provoke me to anger, they, their kings, their princes, their priests, and their prophets, and the men of Judah, and the inhabitants of Jerusalem."
Jeremiah 32,"33. And they have turned unto me the back, and not the face: though I taught them, rising up early and teaching them, yet they have not hearkened to receive instruction."
Jeremiah 32,"34. But they set their abominations in the house, which is called by my name, to defile it."
Jeremiah 32,"35. And they built the high places of Baal, which are in the valley of the son of Hinnom, to cause their sons and their daughters to pass through the fire unto Molech; which I commanded them not, neither came it into my mind, that they should do this abomination, to cause Judah to sin."
Jeremiah 32,"36. And now therefore thus saith the LORD, the God of Israel, concerning this city, whereof ye say, It shall be delivered into the hand of the king of Babylon by the sword, and by the famine, and by the pestilence;"
Jeremiah 32,"37. Behold, I will gather them out of all countries, whither I have driven them in mine anger, and in my fury, and in great wrath; and I will bring them again unto this place, and I will cause them to dwell safely:"
Jeremiah 32,"38. And they shall be my people, and I will be their God:"
Jeremiah 32,"39. And I will give them one heart, and one way, that they may fear me for ever, for the good of them, and of their children after them:"
Jeremiah 32,"40. And I will make an everlasting covenant with them, that I will not turn away from them, to do them good; but I will put my fear in their hearts, that they shall not depart from me."
Jeremiah 32,"41. Yea, I will rejoice over them to do them good, and I will plant them in this land assuredly with my whole heart and with my whole soul."
Jeremiah 32,"42. For thus saith the LORD; Like as I have brought all this great evil upon this people, so will I bring upon them all the good that I have promised them."
Jeremiah 32,"43. And fields shall be bought in this land, whereof ye say, It is desolate without man or beast; it is given into the hand of the Chaldeans."
Jeremiah 32,"44. Men shall buy fields for money, and subscribe evidences, and seal them, and take witnesses in the land of Benjamin, and in the places about Jerusalem, and in the cities of Judah, and in the cities of the mountains, and in the cities of the valley, and in the cities of the south: for I will cause their captivity to return, saith the LORD."
Jeremiah 33,"1. Moreover the word of the LORD came unto Jeremiah the second time, while he was yet shut up in the court of the prison, saying,"
Jeremiah 33,"2. Thus saith the LORD the maker thereof, the LORD that formed it, to establish it; the LORD is his name;"
Jeremiah 33,"3. Call unto me, and I will answer thee, and shew thee great and mighty things, which thou knowest not."
Jeremiah 33,"4. For thus saith the LORD, the God of Israel, concerning the houses of this city, and concerning the houses of the kings of Judah, which are thrown down by the mounts, and by the sword;"
Jeremiah 33,"5. They come to fight with the Chaldeans, but it is to fill them with the dead bodies of men, whom I have slain in mine anger and in my fury, and for all whose wickedness I have hid my face from this city."
Jeremiah 33,"6. Behold, I will bring it health and cure, and I will cure them, and will reveal unto them the abundance of peace and truth."
Jeremiah 33,"7. And I will cause the captivity of Judah and the captivity of Israel to return, and will build them, as at the first."
Jeremiah 33,"8. And I will cleanse them from all their iniquity, whereby they have sinned against me; and I will pardon all their iniquities, whereby they have sinned, and whereby they have transgressed against me."
Jeremiah 33,"9. And it shall be to me a name of joy, a praise and an honour before all the nations of the earth, which shall hear all the good that I do unto them: and they shall fear and tremble for all the goodness and for all the prosperity that I procure unto it."
Jeremiah 33,"10. Thus saith the LORD; Again there shall be heard in this place, which ye say shall be desolate without man and without beast, even in the cities of Judah, and in the streets of Jerusalem, that are desolate, without man, and without inhabitant, and without beast,"
Jeremiah 33,"11. The voice of joy, and the voice of gladness, the voice of the bridegroom, and the voice of the bride, the voice of them that shall say, Praise the LORD of hosts: for the LORD is good; for his mercy endureth for ever: and of them that shall bring the sacrifice of praise into the house of the LORD. For I will cause to return the captivity of the land, as at the first, saith the LORD."
Jeremiah 33,"12. Thus saith the LORD of hosts; Again in this place, which is desolate without man and without beast, and in all the cities thereof, shall be an habitation of shepherds causing their flocks to lie down."
Jeremiah 33,"13. In the cities of the mountains, in the cities of the vale, and in the cities of the south, and in the land of Benjamin, and in the places about Jerusalem, and in the cities of Judah, shall the flocks pass again under the hands of him that telleth them, saith the LORD."
Jeremiah 33,"14. Behold, the days come, saith the LORD, that I will perform that good thing which I have promised unto the house of Israel and to the house of Judah."
Jeremiah 33,"15. In those days, and at that time, will I cause the Branch of righteousness to grow up unto David; and he shall execute judgment and righteousness in the land."
Jeremiah 33,"16. In those days shall Judah be saved, and Jerusalem shall dwell safely: and this is the name wherewith she shall be called, The LORD our righteousness."
Jeremiah 33,17. For thus saith the LORD; David shall never want a man to sit upon the throne of the house of Israel;
Jeremiah 33,"18. Neither shall the priests the Levites want a man before me to offer burnt offerings, and to kindle meat offerings, and to do sacrifice continually."
Jeremiah 33,"19. And the word of the LORD came unto Jeremiah, saying,"
Jeremiah 33,"20. Thus saith the LORD; If ye can break my covenant of the day, and my covenant of the night, and that there should not be day and night in their season;"
Jeremiah 33,"21. Then may also my covenant be broken with David my servant, that he should not have a son to reign upon his throne; and with the Levites the priests, my ministers."
Jeremiah 33,"22. As the host of heaven cannot be numbered, neither the sand of the sea measured: so will I multiply the seed of David my servant, and the Levites that minister unto me."
Jeremiah 33,"23. Moreover the word of the LORD came to Jeremiah, saying,"
Jeremiah 33,"24. Considerest thou not what this people have spoken, saying, The two families which the LORD hath chosen, he hath even cast them off? thus they have despised my people, that they should be no more a nation before them."
Jeremiah 33,"25. Thus saith the LORD; If my covenant be not with day and night, and if I have not appointed the ordinances of heaven and earth;"
Jeremiah 33,"26. Then will I cast away the seed of Jacob and David my servant, so that I will not take any of his seed to be rulers over the seed of Abraham, Isaac, and Jacob: for I will cause their captivity to return, and have mercy on them."
Jeremiah 34,"1. The word which came unto Jeremiah from the LORD, when Nebuchadnezzar king of Babylon, and all his army, and all the kingdoms of the earth of his dominion, and all the people, fought against Jerusalem, and against all the cities thereof, saying,"
Jeremiah 34,"2. Thus saith the LORD, the God of Israel; Go and speak to Zedekiah king of Judah, and tell him, Thus saith the LORD; Behold, I will give this city into the hand of the king of Babylon, and he shall burn it with fire:"
Jeremiah 34,"3. And thou shalt not escape out of his hand, but shalt surely be taken, and delivered into his hand; and thine eyes shall behold the eyes of the king of Babylon, and he shall speak with thee mouth to mouth, and thou shalt go to Babylon."
Jeremiah 34,"4. Yet hear the word of the LORD, O Zedekiah king of Judah; Thus saith the LORD of thee, Thou shalt not die by the sword:"
Jeremiah 34,"5. But thou shalt die in peace: and with the burnings of thy fathers, the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying, Ah lord! for I have pronounced the word, saith the LORD."
Jeremiah 34,"6. Then Jeremiah the prophet spake all these words unto Zedekiah king of Judah in Jerusalem,"
Jeremiah 34,"7. When the king of Babylon's army fought against Jerusalem, and against all the cities of Judah that were left, against Lachish, and against Azekah: for these defenced cities remained of the cities of Judah."
Jeremiah 34,"8. This is the word that came unto Jeremiah from the LORD, after that the king Zedekiah had made a covenant with all the people which were at Jerusalem, to proclaim liberty unto them;"
Jeremiah 34,"9. That every man should let his manservant, and every man his maidservant, being an Hebrew or an Hebrewess, go free; that none should serve himself of them, to wit, of a Jew his brother."
